,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,ResultSpeed,ResultDir
726,1,2008-10-27,47,33,40.0,-8.0,27,35.0,25.0,0.0,0618,1653, ,13.7,31
727,2,2008-10-27,47,34,41.0,-12.5,28,35.0,24.0,0.0,-,-,RA SN,13.4,31
728,1,2008-10-28,45,31,38.0,-9.0,23,33.0,27.0,0.0,0619,1651, ,10.5,30
729,2,2008-10-28,45,32,39.0,-14.5,23,33.0,26.0,0.0,-,-, ,9.9,30
730,1,2008-10-29,51,32,42.0,-5.0,24,34.0,23.0,0.0,0620,1650, ,3.7,32
731,2,2008-10-29,51,33,42.0,-11.5,25,35.0,23.0,0.0,-,-, ,1.7,29
732,1,2008-10-30,62,31,47.0,1.0,32,41.0,18.0,0.0,0622,1649, ,10.5,19
733,2,2008-10-30,63,34,49.0,-4.5,31,41.0,16.0,0.0,-,-, ,9.3,19
734,1,2008-10-31,70,48,59.0,13.0,46,51.0,6.0,0.0,0623,1647, ,5.7,22
735,2,2008-10-31,71,49,60.0,6.5,46,51.0,5.0,0.0,-,-,HZ,6.0,22
736,1,2009-05-01,60,46,53.0,0.0,40,47.0,12.0,0.0,0448,1849,RA,8.4,29
737,2,2009-05-01,62,48,55.0,1.5,42,48.0,10.0,0.0,-,-,RA,8.1,29
738,1,2009-05-02,66,44,55.0,1.0,33,45.0,10.0,0.0,0447,1850, ,8.8,26
739,2,2009-05-02,65,45,55.0,1.5,34,46.0,10.0,0.0,-,-, ,9.2,27
740,1,2009-05-03,70,43,57.0,3.0,34,47.0,8.0,0.0,0446,1851, ,3.9,26
741,2,2009-05-03,70,45,58.0,4.5,35,48.0,7.0,0.0,-,-, ,4.7,26
742,1,2009-05-04,70,43,57.0,3.0,34,47.0,8.0,0.0,0444,1852, ,6.5,9
743,2,2009-05-04,70,49,60.0,6.5,36,48.0,5.0,0.0,-,-, ,7.1,9
744,1,2009-05-05,71,49,60.0,5.0,40,50.0,5.0,0.0,0443,1853, ,5.5,13
745,2,2009-05-05,70,54,62.0,8.5,41,51.0,3.0,0.0,-,-, ,5.1,12
746,1,2009-05-06,75,51,63.0,8.0,51,55.0,2.0,0.0,0442,1855,RA BR,6.5,19
747,2,2009-05-06,75,56,66.0,12.5,51,56.0,0.0,1.0,-,-,RA BR,6.2,19
748,1,2009-05-07,77,56,67.0,12.0,52,57.0,0.0,2.0,0441,1856,RA BR HZ,8.5,25
749,2,2009-05-07,77,56,67.0,13.5,53,58.0,0.0,2.0,-,-,RA BR HZ,8.2,24
750,1,2009-05-08,77,53,65.0,9.0,53,58.0,0.0,0.0,0439,1857,TSRA RA,4.9,21
751,2,2009-05-08,74,57,66.0,12.5,55,59.0,0.0,1.0,-,-,BR HZ,4.4,20
752,1,2009-05-09,63,46,55.0,-1.0,44,48.0,10.0,0.0,0438,1858, ,6.8,29
753,2,2009-05-09,64,45,55.0,1.5,44,49.0,10.0,0.0,-,-, ,4.7,28
754,1,2009-05-10,67,40,54.0,-2.0,39,46.0,11.0,0.0,0437,1859, ,4.7,30
755,2,2009-05-10,67,43,55.0,1.5,40,47.0,10.0,0.0,-,-,RA,5.1,30
756,1,2009-05-11,61,39,50.0,-7.0,35,44.0,15.0,0.0,0436,1860, ,0.7,8
757,2,2009-05-11,61,40,51.0,-2.5,34,44.0,14.0,0.0,-,-, ,2.1,7
758,1,2009-05-12,71,39,55.0,-2.0,34,47.0,10.0,0.0,0435,1901, ,9.5,16
759,2,2009-05-12,72,44,58.0,4.5,32,47.0,7.0,0.0,-,-, ,8.9,16
760,1,2009-05-13,70,53,62.0,4.0,56,58.0,3.0,0.0,0434,1902,TSRA RA BR,14.4,19
761,2,2009-05-13,71,54,63.0,9.5,58,60.0,2.0,0.0,-,-,TSRA RA DZ BR,12.9,18
762,1,2009-05-14,68,53,61.0,3.0,44,52.0,4.0,0.0,0433,1903, ,10.5,27
763,2,2009-05-14,69,55,62.0,8.5,44,53.0,3.0,0.0,-,-, ,11.1,27
764,1,2009-05-15,61,52,57.0,-1.0,51,54.0,8.0,0.0,0432,1904,RA BR,6.0,16
765,2,2009-05-15,63,55,59.0,5.5,52,55.0,6.0,0.0,-,-,TSRA RA BR,4.4,15
766,1,2009-05-16,62,45,54.0,-5.0,40,49.0,11.0,0.0,0431,1905,BR,11.0,29
767,2,2009-05-16,62,47,55.0,1.5,41,50.0,10.0,0.0,-,-,DZ BR,11.0,30
768,1,2009-05-17,63,39,51.0,-8.0,27,42.0,14.0,0.0,0430,1906, ,0.2,33
769,2,2009-05-17,59,41,50.0,-3.5,28,42.0,15.0,0.0,-,-, ,3.3,9
770,1,2009-05-18,66,40,53.0,-7.0,33,45.0,12.0,0.0,0429,1907, ,9.6,19
771,2,2009-05-18,67,45,56.0,2.5,30,45.0,9.0,0.0,-,-, ,9.3,19
772,1,2009-05-19,80,52,66.0,6.0,44,55.0,0.0,1.0,0428,1908, ,13.5,21
773,2,2009-05-19,80,54,67.0,13.5,43,54.0,0.0,2.0,-,-, ,12.3,21
774,1,2009-05-20,84,61,73.0,12.0,44,57.0,0.0,8.0,0427,1909, ,14.4,20
775,2,2009-05-20,85,61,73.0,19.5,43,57.0,0.0,8.0,-,-, ,11.9,20
776,1,2009-05-21,84,60,72.0,11.0,49,59.0,0.0,7.0,0426,1910, ,7.8,23
777,2,2009-05-21,85,60,73.0,19.5,48,59.0,0.0,8.0,-,-, ,8.1,25
778,1,2009-05-22,69,53,61.0,0.0,46,53.0,4.0,0.0,0425,1911, ,10.4,4
779,2,2009-05-22,70,56,63.0,9.5,47,54.0,2.0,0.0,-,-, ,10.0,3
780,1,2009-05-23,80,50,65.0,4.0,50,57.0,0.0,0.0,0425,1912, ,4.5,7
781,2,2009-05-23,79,55,67.0,13.5,51,58.0,0.0,2.0,-,-, ,4.5,8
782,1,2009-05-24,71,55,63.0,1.0,46,53.0,2.0,0.0,0424,1913, ,10.4,4
783,2,2009-05-24,70,56,63.0,9.5,47,54.0,2.0,0.0,-,-, ,10.7,3
784,1,2009-05-25,67,54,61.0,-1.0,43,51.0,4.0,0.0,0423,1914,RA DZ,10.3,6
785,2,2009-05-25,64,56,60.0,6.5,46,53.0,5.0,0.0,-,-,RA DZ,8.7,6
786,1,2009-05-26,74,53,64.0,2.0,51,55.0,1.0,0.0,0422,1915,TSRA RA BR,7.5,5
787,2,2009-05-26,76,56,66.0,12.5,54,58.0,0.0,1.0,-,-,TSRA RA BR,5.7,6
788,1,2009-05-27,73,55,64.0,2.0,58,60.0,1.0,0.0,0422,1916,DZ BR HZ,3.6,24
789,2,2009-05-27,75,58,67.0,13.5,60,63.0,0.0,2.0,-,-,DZ BR HZ,6.8,24
790,1,2009-05-28,62,54,58.0,-5.0,51,54.0,7.0,0.0,0421,1916, ,6.8,30
791,2,2009-05-28,64,55,60.0,6.5,51,54.0,5.0,0.0,-,-, ,6.8,29
792,1,2009-05-29,74,50,62.0,-2.0,49,55.0,3.0,0.0,0421,1917, ,2.7,32
793,2,2009-05-29,77,55,66.0,12.5,49,55.0,0.0,1.0,-,-, ,2.0,31
794,1,2009-05-30,79,50,65.0,1.0,46,54.0,0.0,0.0,0420,1918,RA,2.9,27
795,2,2009-05-30,79,53,66.0,12.5,46,55.0,0.0,1.0,-,-, ,1.8,29
796,1,2009-05-31,73,45,59.0,-5.0,41,50.0,6.0,0.0,0420,1919, ,2.7,10
797,2,2009-05-31,72,49,61.0,7.5,43,52.0,4.0,0.0,-,-, ,2.9,9
798,1,2009-06-01,78,51,65.0,1.0,53,57.0,0.0,0.0,0419,1920,TSRA RA,1.2,34
799,2,2009-06-01,80,52,66.0,12.5,54,58.0,0.0,1.0,-,-,TSRA RA,1.0,34
800,1,2009-06-02,60,48,54.0,-10.0,46,50.0,11.0,0.0,0419,1920,RA BR,7.4,3
801,2,2009-06-02,61,50,56.0,2.5,47,51.0,9.0,0.0,-,-,RA BR,8.3,3
802,1,2009-06-03,61,43,52.0,-12.0,39,46.0,13.0,0.0,0418,1921, ,10.5,4
803,2,2009-06-03,61,47,54.0,0.5,40,48.0,11.0,0.0,-,-, ,11.0,2
804,1,2009-06-04,68,42,55.0,-9.0,37,48.0,10.0,0.0,0418,1922, ,4.7,4
805,2,2009-06-04,68,47,58.0,4.5,38,49.0,7.0,0.0,-,-, ,5.2,5
806,1,2009-06-05,79,44,62.0,-3.0,44,54.0,3.0,0.0,0417,1923, ,5.8,26
807,2,2009-06-05,80,47,64.0,10.5,43,54.0,1.0,0.0,-,-, ,6.3,25
808,1,2009-06-06,63,51,57.0,-9.0,45,50.0,8.0,0.0,0417,1923, ,6.2,5
809,2,2009-06-06,66,55,61.0,7.5,48,53.0,4.0,0.0,-,-,RA,4.7,3
810,1,2009-06-07,73,52,63.0,-3.0,53,57.0,2.0,0.0,0417,1924,BR,2.7,8
811,2,2009-06-07,74,56,65.0,11.5,54,59.0,0.0,0.0,-,-,RA BR,1.5,11
812,1,2009-06-08,80,52,66.0,0.0,60,63.0,0.0,1.0,0417,1925,TSRA RA BR,5.9,24
813,2,2009-06-08,82,55,69.0,15.5,61,65.0,0.0,4.0,-,-,TSRA RA BR HZ,6.4,25
814,1,2009-06-09,67,55,61.0,-5.0,53,56.0,4.0,0.0,0416,1925,DZ BR,4.0,6
815,2,2009-06-09,67,56,62.0,8.5,53,56.0,3.0,0.0,-,-,DZ BR HZ,6.4,8
816,1,2009-06-10,67,54,61.0,-6.0,49,53.0,4.0,0.0,0416,1926,RA,8.0,5
817,2,2009-06-10,67,55,61.0,7.5,50,55.0,4.0,0.0,-,-,RA,8.5,4
818,1,2009-06-11,64,53,59.0,-8.0,51,54.0,6.0,0.0,0416,1926,RA HZ,10.2,3
819,2,2009-06-11,60,53,57.0,3.5,53,54.0,8.0,0.0,-,-,RA BR HZ,8.8,1
820,1,2009-06-12,74,49,62.0,-6.0,49,55.0,3.0,0.0,0416,1927,RA,4.4,7
821,2,2009-06-12,72,50,61.0,7.5,49,55.0,4.0,0.0,-,-, ,5.0,6
822,1,2009-06-13,68,54,61.0,-7.0,51,55.0,4.0,0.0,0416,1927,RA BR,5.9,5
823,2,2009-06-13,66,56,61.0,7.5,52,55.0,4.0,0.0,-,-,RA,7.2,4
824,1,2009-06-14,77,51,64.0,-4.0,48,57.0,1.0,0.0,0416,1928, ,4.5,4
825,2,2009-06-14,76,54,65.0,11.5,50,57.0,0.0,0.0,-,-, ,5.1,5
826,1,2009-06-15,81,53,67.0,-1.0,49,58.0,0.0,2.0,0416,1928, ,5.5,9
827,2,2009-06-15,81,57,69.0,15.5,49,58.0,0.0,4.0,-,-,HZ,7.4,9
828,1,2009-06-16,71,59,65.0,-4.0,55,60.0,0.0,0.0,0416,1929,RA BR,11.2,10
829,2,2009-06-16,71,64,68.0,14.5,57,61.0,0.0,3.0,-,-,RA BR,10.3,11
830,1,2009-06-17,71,61,66.0,-3.0,59,62.0,0.0,1.0,0416,1929,BR HZ,3.0,36
831,2,2009-06-17,73,63,68.0,14.5,60,63.0,0.0,3.0,-,-,BR HZ,2.6,34
832,1,2009-06-18,80,61,71.0,1.0,63,67.0,0.0,6.0,0416,1929,RA BR,6.7,16
833,2,2009-06-18,81,63,72.0,18.5,64,67.0,0.0,7.0,-,-,TSRA BR HZ,3.7,17
834,1,2009-06-19,86,65,76.0,6.0,67,69.0,0.0,11.0,0416,1930,TS TSRA BR,7.2,18
835,2,2009-06-19,88,66,77.0,23.5,68,70.0,0.0,12.0,-,-,TS TSRA RA BR,6.3,18
836,1,2009-06-20,87,68,78.0,8.0,65,70.0,0.0,13.0,0416,1930, ,8.3,29
837,2,2009-06-20,88,69,79.0,25.5,65,70.0,0.0,14.0,-,-, ,8.3,28
838,1,2009-06-21,84,70,77.0,7.0,63,68.0,0.0,12.0,0416,1930, ,2.8,7
839,2,2009-06-21,86,71,79.0,25.5,64,69.0,0.0,14.0,-,-,RA,3.3,9
840,1,2009-06-22,89,68,79.0,9.0,67,71.0,0.0,14.0,0417,1931,TSRA RA,4.0,11
841,2,2009-06-22,89,70,80.0,26.5,67,71.0,0.0,15.0,-,-,TSRA,5.3,12
842,1,2009-06-23,94,71,83.0,13.0,69,73.0,0.0,18.0,0417,1931, ,1.8,14
843,2,2009-06-23,92,75,84.0,30.5,68,73.0,0.0,19.0,-,-, ,2.8,13
844,1,2009-06-24,94,75,85.0,14.0,68,73.0,0.0,20.0,0417,1931,TSRA,1.9,22
845,2,2009-06-24,93,73,83.0,29.5,68,73.0,0.0,18.0,-,-,BR,2.1,23
846,1,2009-06-25,94,75,85.0,14.0,69,73.0,0.0,20.0,0417,1931, ,2.4,32
847,2,2009-06-25,93,76,85.0,31.5,68,73.0,0.0,20.0,-,-, ,1.8,26
848,1,2009-06-26,86,69,78.0,7.0,60,61.0,0.0,13.0,0418,1931, ,6.4,4
849,2,2009-06-26,86,72,79.0,25.5,61,67.0,0.0,14.0,-,-, ,6.4,4
850,1,2009-06-27,89,62,76.0,5.0,61,67.0,0.0,11.0,0418,1931,TS RA,5.1,21
851,2,2009-06-27,90,67,79.0,25.5,60,67.0,0.0,14.0,-,-,RA,6.0,22
852,1,2009-06-28,83,66,75.0,4.0,53,62.0,0.0,10.0,0419,1931, ,13.2,29
853,2,2009-06-28,83,68,76.0,22.5,53,62.0,0.0,11.0,-,-, ,14.1,29
854,1,2009-06-29,77,63,70.0,-1.0,54,61.0,0.0,5.0,0419,1931, ,12.2,30
855,2,2009-06-29,78,65,72.0,18.5,54,61.0,0.0,7.0,-,-, ,13.4,30
856,1,2009-06-30,66,59,63.0,-9.0,53,57.0,2.0,0.0,0419,1931, ,8.9,30
857,2,2009-06-30,68,61,65.0,11.5,53,58.0,0.0,0.0,-,-, ,8.1,30
858,1,2009-07-01,65,57,61.0,-11.0,52,56.0,4.0,0.0,0420,1931,RA DZ,8.2,32
859,2,2009-07-01,65,57,61.0,7.5,54,57.0,4.0,0.0,-,-,RA DZ BR,6.6,31
860,1,2009-07-02,73,59,66.0,-6.0,54,60.0,0.0,1.0,0420,1931, ,8.4,31
861,2,2009-07-02,73,60,67.0,13.5,55,60.0,0.0,2.0,-,-, ,5.7,31
862,1,2009-07-03,79,63,71.0,-1.0,56,62.0,0.0,6.0,0421,1931, ,1.2,34
863,2,2009-07-03,79,62,71.0,17.5,56,62.0,0.0,6.0,-,-, ,1.8,2
864,1,2009-07-04,69,59,64.0,-8.0,58,61.0,1.0,0.0,0422,1930,RA BR FU,1.8,13
865,2,2009-07-04,69,63,66.0,12.5,58,62.0,0.0,1.0,-,-,RA BR,3.4,14
866,1,2009-07-05,81,57,69.0,-3.0,58,63.0,0.0,4.0,0422,1930,RA BR HZ,0.7,34
867,2,2009-07-05,82,61,72.0,18.5,59,64.0,0.0,7.0,-,-,BR HZ,0.3,36
868,1,2009-07-06,86,60,73.0,1.0,54,62.0,0.0,8.0,0423,1930, ,7.5,31
869,2,2009-07-06,85,63,74.0,20.5,54,63.0,0.0,9.0,-,-, ,4.2,30
870,1,2009-07-07,77,59,68.0,-4.0,54,60.0,0.0,3.0,0423,1930,RA,5.9,7
871,2,2009-07-07,76,65,71.0,17.5,55,61.0,0.0,6.0,-,-, ,5.9,7
872,1,2009-07-08,65,61,63.0,-10.0,56,59.0,2.0,0.0,0424,1929,RA,6.8,6
873,2,2009-07-08,68,62,65.0,11.5,55,59.0,0.0,0.0,-,-,RA,7.0,8
874,1,2009-07-09,79,59,69.0,-4.0,57,63.0,0.0,4.0,0425,1929, ,5.8,11
875,2,2009-07-09,80,63,72.0,18.5,58,64.0,0.0,7.0,-,-, ,6.5,10
876,1,2009-07-10,82,63,73.0,0.0,64,67.0,0.0,8.0,0425,1929,RA BR,4.4,21
877,2,2009-07-10,84,67,76.0,22.5,65,68.0,0.0,11.0,-,-,RA BR HZ,3.6,21
878,1,2009-07-11,85,63,74.0,1.0,59,65.0,0.0,9.0,0426,1928,TSRA BR HZ,4.8,31
879,2,2009-07-11,85,68,77.0,23.5,60,67.0,0.0,12.0,-,-,TSRA BR,5.9,29
880,1,2009-07-12,82,58,70.0,-3.0,51,60.0,0.0,5.0,0427,1928, ,2.9,29
881,2,2009-07-12,82,60,71.0,17.5,50,60.0,0.0,6.0,-,-, ,1.9,33
882,1,2009-07-13,79,61,70.0,-3.0,46,57.0,0.0,5.0,0428,1927, ,4.8,7
883,2,2009-07-13,78,66,72.0,18.5,48,59.0,0.0,7.0,-,-, ,5.8,7
884,1,2009-07-14,80,55,68.0,-5.0,51,59.0,0.0,3.0,0428,1927, ,6.7,16
885,2,2009-07-14,81,60,71.0,17.5,49,60.0,0.0,6.0,-,-, ,7.5,16
886,1,2009-07-15,85,65,75.0,1.0,62,67.0,0.0,10.0,0429,1926,BR,10.0,24
887,2,2009-07-15,86,67,77.0,23.5,62,67.0,0.0,12.0,-,-,TSRA RA BR,10.0,25
888,1,2009-07-16,80,64,72.0,-2.0,56,62.0,0.0,7.0,0430,1925, ,9.9,28
889,2,2009-07-16,82,65,74.0,20.5,57,63.0,0.0,9.0,-,-, ,9.6,28
890,1,2009-07-17,70,57,64.0,-10.0,51,56.0,1.0,0.0,0431,1925, ,10.6,30
891,2,2009-07-17,70,58,64.0,10.5,52,57.0,1.0,0.0,-,-,RA,10.1,29
892,1,2009-07-18,72,57,65.0,-9.0,52,57.0,0.0,0.0,0432,1924, ,8.1,31
893,2,2009-07-18,73,58,66.0,12.5,52,58.0,0.0,1.0,-,-, ,6.6,32
894,1,2009-07-19,71,57,64.0,-10.0,52,58.0,1.0,0.0,0433,1923, ,1.3,36
895,2,2009-07-19,73,60,67.0,13.5,53,59.0,0.0,2.0,-,-, ,1.4,4
896,1,2009-07-20,76,55,66.0,-8.0,55,60.0,0.0,1.0,0433,1923, ,5.1,9
897,2,2009-07-20,76,59,68.0,14.5,56,61.0,0.0,3.0,-,-, ,6.2,10
898,1,2009-07-21,80,58,69.0,-5.0,57,62.0,0.0,4.0,0434,1922,RA DZ,3.1,13
899,2,2009-07-21,82,64,73.0,19.5,56,63.0,0.0,8.0,-,-, ,4.9,14
900,1,2009-07-22,78,63,71.0,-3.0,61,64.0,0.0,6.0,0435,1921,BR HZ,3.5,3
901,2,2009-07-22,79,66,73.0,19.5,59,64.0,0.0,8.0,-,-,BR HZ,2.8,11
902,1,2009-07-23,82,62,72.0,-2.0,58,63.0,0.0,7.0,0436,1920,TS BR HZ,2.6,32
903,2,2009-07-23,79,63,71.0,17.5,60,64.0,0.0,6.0,-,-,BR HZ,1.7,1
904,1,2009-07-24,83,61,72.0,-2.0,59,64.0,0.0,7.0,0437,1919,TSRA RA,8.9,23
905,2,2009-07-24,83,62,73.0,19.5,60,65.0,0.0,8.0,-,-,TSRA RA,8.7,23
906,1,2009-07-25,81,66,74.0,0.0,58,64.0,0.0,9.0,0438,1918, ,10.6,28
907,2,2009-07-25,81,66,74.0,20.5,59,65.0,0.0,9.0,-,-, ,10.8,27
908,1,2009-07-26,82,63,73.0,-1.0,58,64.0,0.0,8.0,0439,1918,RA,8.0,29
909,2,2009-07-26,82,64,73.0,19.5,59,65.0,0.0,8.0,-,-, ,9.1,29
910,1,2009-07-27,84,64,74.0,0.0,61,66.0,0.0,9.0,0440,1917,RA,9.3,23
911,2,2009-07-27,84,66,75.0,21.5,61,67.0,0.0,10.0,-,-,RA,9.2,23
912,1,2009-07-28,84,66,75.0,1.0,60,66.0,0.0,10.0,0441,1916,RA,6.4,28
913,2,2009-07-28,86,68,77.0,23.5,62,67.0,0.0,12.0,-,-, ,6.5,28
914,1,2009-07-29,81,62,72.0,-2.0,51,59.0,0.0,7.0,0442,1915, ,4.2,35
915,2,2009-07-29,79,66,73.0,19.5,52,61.0,0.0,8.0,-,-, ,3.8,3
916,1,2009-07-30,79,59,69.0,-5.0,57,62.0,0.0,4.0,0443,1914, ,4.4,23
917,2,2009-07-30,80,65,73.0,19.5,57,63.0,0.0,8.0,-,-, ,4.9,24
918,1,2009-07-31,81,58,70.0,-4.0,54,61.0,0.0,5.0,0444,1913, ,6.2,26
919,2,2009-07-31,82,62,72.0,18.5,55,62.0,0.0,7.0,-,-, ,5.9,27
920,1,2009-08-01,75,61,68.0,-5.0,59,62.0,0.0,3.0,0445,1911,RA,11.6,22
921,2,2009-08-01,75,63,69.0,15.5,59,63.0,0.0,4.0,-,-, ,10.6,23
922,1,2009-08-02,78,57,68.0,-5.0,51,59.0,0.0,3.0,0446,1910, ,6.8,25
923,2,2009-08-02,79,58,69.0,15.5,52,59.0,0.0,4.0,-,-, ,6.2,26
924,1,2009-08-03,84,67,76.0,3.0,60,66.0,0.0,11.0,0447,1909, ,12.2,21
925,2,2009-08-03,86,68,77.0,23.5,61,66.0,0.0,12.0,-,-,RA,11.0,21
926,1,2009-08-04,85,67,76.0,3.0,61,67.0,0.0,11.0,0448,1908,BR,2.5,2
927,2,2009-08-04,86,69,78.0,24.5,63,68.0,0.0,13.0,-,-,BR HZ,1.8,5
928,1,2009-08-05,79,61,70.0,-3.0,54,61.0,0.0,5.0,0449,1907, ,2.9,6
929,2,2009-08-05,79,66,73.0,19.5,56,63.0,0.0,8.0,-,-, ,3.8,6
930,1,2009-08-06,82,60,71.0,-2.0,51,60.0,0.0,6.0,0450,1906, ,1.4,6
931,2,2009-08-06,81,62,72.0,18.5,51,60.0,0.0,7.0,-,-, ,3.4,9
932,1,2009-08-07,74,64,69.0,-4.0,59,63.0,0.0,4.0,0451,1904,RA BR,7.3,15
933,2,2009-08-07,74,67,71.0,17.5,59,63.0,0.0,6.0,-,-,RA BR,6.4,15
934,1,2009-08-08,89,68,79.0,6.0,70,73.0,0.0,14.0,0452,1903,RA BR,12.9,21
935,2,2009-08-08,89,69,79.0,25.5,70,73.0,0.0,14.0,-,-,TSRA RA BR,12.2,21
936,1,2009-08-09,91,77,84.0,11.0,71,74.0,0.0,19.0,0453,1902, ,11.6,23
937,2,2009-08-09,92,77,85.0,31.5,72,75.0,0.0,20.0,-,-, ,11.1,23
938,1,2009-08-10,85,70,78.0,5.0,65,69.0,0.0,13.0,0454,1900, ,6.9,26
939,2,2009-08-10,86,71,79.0,25.5,66,70.0,0.0,14.0,-,-, ,8.3,26
940,1,2009-08-11,82,62,72.0,-1.0,61,66.0,0.0,7.0,0455,1859, ,6.3,2
941,2,2009-08-11,81,65,73.0,19.5,62,66.0,0.0,8.0,-,-, ,6.1,2
942,1,2009-08-12,83,60,72.0,-1.0,55,62.0,0.0,7.0,0456,1858, ,3.7,4
943,2,2009-08-12,82,63,73.0,19.5,56,63.0,0.0,8.0,-,-, ,5.5,5
944,1,2009-08-13,86,60,73.0,0.0,55,63.0,0.0,8.0,0457,1856, ,1.5,14
945,2,2009-08-13,86,63,75.0,21.5,55,63.0,0.0,10.0,-,-, ,2.0,16
946,1,2009-08-14,88,63,76.0,4.0,59,66.0,0.0,11.0,0458,1855, ,5.4,21
947,2,2009-08-14,88,67,78.0,24.5,59,66.0,0.0,13.0,-,-, ,6.3,21
948,1,2009-08-15,89,67,78.0,6.0,61,67.0,0.0,13.0,0459,1854, ,8.7,19
949,2,2009-08-15,89,70,80.0,26.5,61,68.0,0.0,15.0,-,-, ,8.3,19
950,1,2009-08-16,88,70,79.0,7.0,67,70.0,0.0,14.0,0500,1852,TSRA,9.5,20
951,2,2009-08-16,90,71,81.0,27.5,68,71.0,0.0,16.0,-,-,TSRA RA,9.3,21
952,1,2009-08-17,83,70,77.0,5.0,68,70.0,0.0,12.0,0501,1851,TSRA RA BR,4.6,22
953,2,2009-08-17,83,71,77.0,23.5,68,71.0,0.0,12.0,-,-,RA BR,5.1,22
954,1,2009-08-18,83,65,74.0,2.0,59,65.0,0.0,9.0,0502,1849, ,7.5,27
955,2,2009-08-18,84,66,75.0,21.5,61,66.0,0.0,10.0,-,-, ,8.0,27
956,1,2009-08-19,83,59,71.0,0.0,60,65.0,0.0,6.0,0503,1848,RA,5.7,16
957,2,2009-08-19,81,64,73.0,19.5,62,66.0,0.0,8.0,-,-,TSRA BR,5.9,16
958,1,2009-08-20,78,64,71.0,0.0,61,65.0,0.0,6.0,0504,1846,RA,12.1,23
959,2,2009-08-20,79,64,72.0,18.5,61,65.0,0.0,7.0,-,-,RA BR,12.2,23
960,1,2009-08-21,73,59,66.0,-5.0,58,61.0,0.0,1.0,0505,1845,RA,7.7,27
961,2,2009-08-21,74,59,67.0,13.5,58,61.0,0.0,2.0,-,-,RA,10.1,27
962,1,2009-08-22,68,57,63.0,-8.0,52,56.0,2.0,0.0,0506,1843, ,7.8,1
963,2,2009-08-22,69,58,64.0,10.5,52,57.0,1.0,0.0,-,-, ,9.4,36
964,1,2009-08-23,74,56,65.0,-6.0,53,58.0,0.0,0.0,0508,1842, ,2.7,2
965,2,2009-08-23,73,58,66.0,12.5,55,59.0,0.0,1.0,-,-, ,3.5,5
966,1,2009-08-24,79,54,67.0,-4.0,56,61.0,0.0,2.0,0509,1840, ,3.8,21
967,2,2009-08-24,79,57,68.0,14.5,57,62.0,0.0,3.0,-,-, ,5.0,21
968,1,2009-08-25,83,59,71.0,1.0,61,65.0,0.0,6.0,0510,1839, ,9.1,21
969,2,2009-08-25,82,61,72.0,18.5,61,65.0,0.0,7.0,-,-, ,8.3,21
970,1,2009-08-26,73,62,68.0,-2.0,62,64.0,0.0,3.0,0511,1837,RA BR,5.2,2
971,2,2009-08-26,72,64,68.0,14.5,64,65.0,0.0,3.0,-,-,RA BR,3.9,2
972,1,2009-08-27,67,61,64.0,-6.0,60,61.0,1.0,0.0,0512,1835,RA BR,9.1,7
973,2,2009-08-27,67,62,65.0,11.5,61,63.0,0.0,0.0,-,-,RA BR,10.7,8
974,1,2009-08-28,68,60,64.0,-6.0,61,62.0,1.0,0.0,0513,1834,RA BR,3.4,2
975,2,2009-08-28,71,61,66.0,12.5,61,63.0,0.0,1.0,-,-,RA BR,2.6,2
976,1,2009-08-29,69,56,63.0,-7.0,51,56.0,2.0,0.0,0514,1832,RA DZ BR,11.4,31
977,2,2009-08-29,69,56,63.0,9.5,52,57.0,2.0,0.0,-,-,DZ,10.4,31
978,1,2009-08-30,66,51,59.0,-11.0,47,52.0,6.0,0.0,0515,1831, ,8.2,1
979,2,2009-08-30,66,51,59.0,5.5,47,53.0,6.0,0.0,-,-, ,9.4,1
980,1,2009-08-31,68,49,59.0,-10.0,44,52.0,6.0,0.0,0516,1829, ,4.8,3
981,2,2009-08-31,67,49,58.0,4.5,44,52.0,7.0,0.0,-,-, ,5.3,4
982,1,2009-09-01,72,47,60.0,-8.0,47,53.0,5.0,0.0,0517,1827, ,3.3,4
983,2,2009-09-01,71,50,61.0,7.5,49,55.0,4.0,0.0,-,-, ,3.2,6
984,1,2009-09-02,73,50,62.0,-6.0,50,56.0,3.0,0.0,0518,1826, ,4.1,6
985,2,2009-09-02,72,53,63.0,9.5,51,56.0,2.0,0.0,-,-, ,3.2,8
986,1,2009-09-03,75,56,66.0,-2.0,54,59.0,0.0,1.0,0519,1824, ,4.7,5
987,2,2009-09-03,75,57,66.0,12.5,55,60.0,0.0,1.0,-,-,BR,5.2,6
988,1,2009-09-04,75,54,65.0,-3.0,54,59.0,0.0,0.0,0520,1822,BR,3.6,4
989,2,2009-09-04,75,58,67.0,13.5,55,60.0,0.0,2.0,-,-,BR HZ,3.8,4
990,1,2009-09-05,78,54,66.0,-1.0,57,61.0,0.0,1.0,0521,1821,BR HZ,4.3,4
991,2,2009-09-05,78,57,68.0,14.5,57,62.0,0.0,3.0,-,-,BR HZ,5.2,6
992,1,2009-09-06,77,61,69.0,2.0,59,63.0,0.0,4.0,0522,1819,RA BR HZ,4.2,5
993,2,2009-09-06,77,66,72.0,18.5,59,64.0,0.0,7.0,-,-, ,6.3,8
